ITERACAO,TEMPO (s),DESLOCAMENTO (m)
598000,10.27743982416501,.1237125581237425E-01
599000,10.29462617838602,.4894450312422395E-02
600000,10.31181253260703,-.2177084491844581E-02
601000,10.32899888682804,-.8448201186059892E-02
602000,10.34618524104905,-.1363591039040466E-01
603000,10.36337159527007,-.1756885539839576E-01
604000,10.38055794949108,-.2017679047138090E-01
605000,10.39774430371209,-.2147347055988722E-01
606000,10.41493065793310,-.2153655374687636E-01
607000,10.43211701215411,-.2048779441294407E-01
608000,10.44930336637512,-.1847607012565933E-01
609000,10.46648972059613,-.1566479616563581E-01
610000,10.48367607481715,-.1222421337470882E-01
611000,10.50086242903816,-.8328051554387350E-02
612000,10.51804878325917,-.4153305867203247E-02
613000,10.53523513748018,.1185911962831833E-03
614000,10.55242149170119,.4301024248047265E-02
615000,10.56960784592220,.8203464475823791E-02
616000,10.58679420014322,.1163583218591341E-01
617000,10.60398055436423,.1441633946498244E-01
618000,10.62116690858524,.1638244593083295E-01
619000,10.63835326280625,.1740386332447505E-01
620000,10.65553961702726,.1739601033174949E-01
621000,10.67272597124827,.1633202587580653E-01
622000,10.68991232546929,.1425143866939857E-01
623000,10.70709867969030,.1126386373331847E-01
624000,10.72428503391131,.7546614473349497E-02
625000,10.74147138813232,.3335810978189994E-02
626000,10.75865774235333,-.1088661032338392E-02
627000,10.77584409657435,-.5423231990294897E-02
628000,10.79303045079536,-.9364024405165814E-02
629000,10.81021680501637,-.1263133441478494E-01
630000,10.82740315923738,-.1499283810740296E-01
631000,10.84458951345839,-.1628322055446966E-01
632000,10.86177586767940,-.1641826350951584E-01
633000,10.87896222190042,-.1540198231761687E-01
634000,10.89614857612143,-.1332610673445696E-01
635000,10.91333493034244,-.1036197172994532E-01
636000,10.93052128456345,-.6745635647166681E-02
637000,10.94770763878446,-.2757692552258751E-02
638000,10.96489399300548,.1300273750310178E-02
639000,10.98208034722649,.5130379944232509E-02
640000,10.99926670144750,.8462030362215614E-02
641000,11.01645305566851,.1107234670635002E-01
642000,11.03363940988952,.1280177351133160E-01
643000,11.05082576411053,.1356372391416754E-01
644000,11.06801211833154,.1334774231798427E-01
645000,11.08519847255256,.1221628550190775E-01
646000,11.10238482677357,.1029579722037616E-01
647000,11.11957118099458,.7763219089100847E-02
648000,11.13675753521559,.4829403676479263E-02
649000,11.15394388943660,.1721053698237346E-02
650000,11.17113024365761,-.1337197338378712E-02
651000,11.18831659787863,-.4139106581700762E-02
652000,11.20550295209964,-.6510367717748270E-02
653000,11.22268930632065,-.8318562405722818E-02
654000,11.23987566054166,-.9479092984924877E-02
655000,11.25706201476267,-.9957059546056376E-02
656000,11.27424836898368,-.9765387294387827E-02
657000,11.29143472320470,-.8959780342710276E-02
658000,11.30862107742571,-.7631258863643599E-02
659000,11.32580743164672,-.5897122916547284E-02
660000,11.34299378586773,-.3891184141447785E-02
661000,11.36018014008874,-.1754030523156819E-02
662000,11.37736649430976,.3760399045634476E-03
663000,11.39455284853077,.2370940127715099E-02
664000,11.41173920275178,.4119261014085943E-02
665000,11.42892555697279,.5531130771660925E-02
666000,11.44611191119380,.6541444011296318E-02
667000,11.46329826541481,.7111534179868879E-02
668000,11.48048461963583,.7229424796257243E-02
669000,11.49767097385684,.6908825253345170E-02
670000,11.51485732807785,.6187043634861914E-02
671000,11.53204368229886,.5121981801031550E-02
672000,11.54923003651987,.3788366855798134E-02
673000,11.56641639074089,.2273366363905386E-02
674000,11.58360274496190,.6717378042504997E-03
675000,11.60078909918291,-.9193224037772015E-03
676000,11.61797545340392,-.2405440206252092E-02
677000,11.63516180762493,-.3700215775872564E-02
678000,11.65234816184594,-.4730018688857302E-02
679000,11.66953451606696,-.5438161914067710E-02
680000,11.68672087028797,-.5788190439605660E-02
681000,11.70390722450898,-.5766043777887496E-02
682000,11.72109357872999,-.5380900676121713E-02
683000,11.73827993295100,-.4664588197061305E-02
684000,11.75546628717201,-.3669531435583502E-02
685000,11.77265264139302,-.2465326851112646E-02
686000,11.78983899561404,-.1134131597883563E-02
687000,11.80702534983505,.2348377155984142E-03
688000,11.82421170405606,.1551321520152417E-02
689000,11.84139805827707,.2730120251610130E-02
690000,11.85858441249808,.3696836552232970E-02
691000,11.87577076671909,.4392829113280373E-02
692000,11.89295712094011,.4779007506738982E-02
693000,11.91014347516112,.4838186972478752E-02
694000,11.92732982938213,.4575836460229021E-02
695000,11.94451618360314,.4019181845450642E-02
696000,11.96170253782415,.3214757364391589E-02
697000,11.97888889204517,.2224620049664979E-02
698000,11.99607524626618,.1121543523889977E-02
699000,12.01326160048719,-.1641969479266163E-04
700000,12.03044795470820,-.1111579848140330E-02
701000,12.04763430892921,-.2092026312929195E-02
702000,12.06482066315022,-.2896423147185400E-02
703000,12.08200701737124,-.3477852903891538E-02
704000,12.09919337159225,-.3806466349401426E-02
705000,12.11637972581326,-.3870799327706770E-02
706000,12.13356608003427,-.3677727020635555E-02
707000,12.15075243425528,-.3251130757407374E-02
708000,12.16793878847630,-.2629444844392125E-02
709000,12.18512514269731,-.1862323878452376E-02
710000,12.20231149691832,-.1006720165256771E-02
711000,12.21949785113933,-.1226841221260064E-03
712000,12.23668420536034,.7308017531207336E-03
713000,12.25387055958135,.1499670136396901E-02
714000,12.27105691380237,.2138056414001015E-02
715000,12.28824326802338,.2610843431400484E-02
716000,12.30542962224439,.2895346032650863E-02
717000,12.32261597646540,.2982085636626503E-02
718000,12.33980233068641,.2874669580662549E-02
719000,12.35698868490742,.2588846997866249E-02
720000,12.37417503912843,.2150859480817943E-02
721000,12.39136139334945,.1595238869119819E-02
722000,12.40854774757046,.9622255203026005E-03
723000,12.42573410179147,.2949887631636654E-03
724000,12.44292045601248,-.3631719325835845E-03
725000,12.46010681023349,-.9714794772416874E-03
726000,12.47729316445450,-.1494040482931283E-02
727000,12.49447951867552,-.1901796881648783E-02
728000,12.51166587289653,-.2173979422141917E-02
729000,12.52885222711754,-.2299006642677990E-02
730000,12.54603858133855,-.2274805330521182E-02
731000,12.56322493555956,-.2108560003300060E-02
732000,12.58041128978058,-.1815928490290640E-02
733000,12.59759764400159,-.1419787302518512E-02
734000,12.61478399822260,-.9485932967322940E-03
735000,12.63197035244361,-.4344663630426186E-03
736000,12.64915670666462,.8888924391376930E-04
737000,12.66634306088563,.5883004007875425E-03
738000,12.68352941510665,.1033152471646088E-02
739000,12.70071576932766,.1397209852922672E-02
740000,12.71790212354867,.1660124008100408E-02
741000,12.73508847776968,.1808542502920722E-02
742000,12.75227483199069,.1836757135115185E-02
743000,12.76946118621171,.1746857920023214E-02
744000,12.78664754043272,.1548390775497059E-02
745000,12.80383389465373,.1257548292479752E-02
746000,12.82102024887474,.8959528739347107E-03
747000,12.83820660309575,.4891176812577448E-03
748000,12.85539295731676,.6469133693054243E-04
749000,12.87257931153778,-.3493943493945271E-03
750000,12.88976566575879,-.7267492796987588E-03
751000,12.90695201997980,-.1044201815406883E-02
752000,12.92413837420081,-.1283218600017234E-02
753000,12.94132472842182,-.1430978216230639E-02
754000,12.95851108264283,-.1481035020754168E-02
755000,12.97569743686384,-.1433539180927977E-02
756000,12.99288379108486,-.1295010458389445E-02
757000,13.01007014530587,-.1077694273863287E-02
758000,13.02725649952688,-.7985567524970349E-03
759000,13.04444285374789,-.4779987713399254E-03
760000,13.06162920796890,-.1383859172138497E-03
761000,13.07881556218991,.1974993297625759E-03
762000,13.09600191641093,.5079753769569303E-03
763000,13.11318827063194,.7738476775635523E-03
764000,13.13037462485295,.9795748466341618E-03
765000,13.14756097907396,.1114145156542584E-02
766000,13.16474733329497,.1171616714597387E-02
767000,13.18193368751599,.1151299692814439E-02
768000,13.19912004173700,.1057584319756406E-02
769000,13.21630639595801,.8994421362021846E-03
770000,13.23349275017902,.6896486651860344E-03
771000,13.25067910440003,.4437918890791518E-03
772000,13.26786545862104,.1791419011359804E-03
773000,13.28505181284206,-.8653761988701191E-04
774000,13.30223816706307,-.3361558697256982E-03
775000,13.31942452128408,-.5543647643538669E-03
776000,13.33661087550509,-.7284678698362534E-03
777000,13.35379722972610,-.8491179323582313E-03
778000,13.37098358394712,-.9107687683714598E-03
779000,13.38816993816813,-.9118647339400154E-03
780000,13.40535629238914,-.8547684744936905E-03
781000,13.42254264661015,-.7454440637652228E-03
782000,13.43972900083116,-.5929270313555690E-03
783000,13.45691535505217,-.4086244067665955E-03
784000,13.47410170927319,-.2054962513730575E-03
785000,13.49128806349420,.2825081303295445E-05
786000,13.50847441771521,.2029205863225438E-03
787000,13.52566077193622,.3824201409589478E-03
788000,13.54284712615723,.5307384476557604E-03
789000,13.56003348037824,.6396701066179195E-03
790000,13.57721983459925,.7038128202254242E-03
791000,13.59440618882027,.7207994105119163E-03
792000,13.61159254304128,.6913316829981683E-03
793000,13.62877889726229,.6190214643174968E-03
794000,13.64596525148330,.5100556771209907E-03
795000,13.66315160570431,.3727124557065703E-03
796000,13.68033795992532,.2167635052963002E-03
797000,13.69752431414634,.5280374085451725E-04
798000,13.71471066836735,-.1084475745821038E-03
799000,13.73189702258836,-.2568295666782832E-03
800000,13.74908337680937,-.3833640741999282E-03
801000,13.76626973103038,-.4807841589101560E-03
802000,13.78345608525140,-.5439364843483130E-03
803000,13.80064243947241,-.5700360540648011E-03
804000,13.81782879369342,-.5587617478215533E-03
805000,13.83501514791443,-.5121915354680130E-03
806000,13.85220150213544,-.4345865088415981E-03
807000,13.86938785635645,-.3320422974459353E-03
808000,13.88657421057747,-.2120344293899914E-03
809000,13.90376056479848,-.8289027309077203E-04
810000,13.92094691901949,.4677601157708789E-04
811000,13.93813327324050,.1686277719014360E-03
812000,13.95531962746151,.2751328693806261E-03
813000,13.97250598168253,.3600204243483704E-03
814000,13.98969233590354,.4186399700238876E-03
815000,14.00687869012455,.4482029689665152E-03
816000,14.02406504434556,.4478950290141690E-03
817000,14.04125139856657,.4188560453491766E-03
818000,14.05843775278758,.3640342754740458E-03
819000,14.07562410700860,.2879284350254733E-03
820000,14.09281046122961,.1962387626808165E-03
821000,14.10999681545062,.9545322126676543E-04
822000,14.12718316967163,-.7601712431091757E-05
823000,14.14436952389264,-.1062150133956085E-03
824000,14.16155587811365,-.1942200522701293E-03
825000,14.17874223233467,-.2663715572245256E-03
826000,14.19592858655568,-.3186481203220287E-03
827000,14.21311494077669,-.3484635601132734E-03
828000,14.23030129499770,-.3547770934010055E-03
829000,14.24748764921871,-.3380992866550524E-03
830000,14.26467400343972,-.3003976694561826E-03
831000,14.28186035766073,-.2449122466916803E-03
832000,14.29904671188175,-.1758965514231126E-03
833000,14.31623306610276,-.9830402658847098E-04
834000,14.33341942032377,-.1744220075985015E-04
835000,14.35060577454478,.6138177269708632E-04
836000,14.36779212876579,.1332011080923452E-03
837000,14.38497848298681,.1936937337583148E-03
838000,14.40216483720782,.2394330104216169E-03
839000,14.41935119142883,.2680710392055278E-03
840000,14.43653754564984,.2784456645422335E-03
841000,14.45372389987085,.2706075109806763E-03
842000,14.47091025409186,.2457686260194485E-03
843000,14.48809660831288,.2061792045901646E-03
844000,14.50528296253389,.1549431525970388E-03
845000,14.52246931675490,.9578666757413832E-04
846000,14.53965567097591,.3279639932407676E-04
847000,14.55684202519692,-.2985500076596368E-04
848000,14.57402837941794,-.8817805454241917E-04
849000,14.59121473363895,-.1386135135139470E-03
850000,14.60840108785996,-.1782425113868527E-03
851000,14.62558744208097,-.2049479283993145E-03
852000,14.64277379630198,-.2175186157697176E-03
853000,14.65996015052299,-.2156920494173532E-03
854000,14.67714650474401,-.2001350334226426E-03
855000,14.69433285896502,-.1723659991070634E-03
856000,14.71151921318603,-.1346260054094870E-03
857000,14.72870556740704,-.8970853133502714E-04
858000,14.74589192162805,-.4076039500020987E-04
859000,14.76307827584906,.8932479198127659E-05
860000,14.78026463007008,.5616025203912648E-04
861000,14.79745098429109,.9799156947560958E-04
862000,14.81463733851210,.1319507213410636E-03
863000,14.83182369273311,.1561591563437732E-03
864000,14.84901004695412,.1694335914868696E-03
865000,14.86619640117513,.1713360007948669E-03
866000,14.88338275539614,.1621740135360994E-03
867000,14.90056910961716,.1429534819122845E-03
868000,14.91775546383817,.1152879857914006E-03
869000,14.93494181805918,.8127264096104419E-04
870000,14.95212817228019,.4333161332862882E-04
871000,14.96931452650120,.4050101244136511E-05
872000,14.98650088072222,-.3399783396039282E-04
873000,15.00368723494323,-.6841434846179925E-04
874000,15.02087358916424,-.9712542871506937E-04
875000,15.03805994338525,-.1185021616384079E-03
876000,15.05524629760626,-.1314488130591577E-03
877000,15.07243265182727,-.1354532624709359E-03
878000,15.08961900604829,-.1305979413361386E-03
879000,15.10680536026930,-.1175320464374547E-03
880000,15.12399171449031,-.9740827707747662E-04
881000,15.14117806871132,-.7178951871279758E-04
882000,15.15836442293233,-.4253263560499284E-04
883000,15.17555077715335,-.1165774397690332E-04
884000,15.19273713137436,.1878804350482051E-04
885000,15.20992348559537,.4686339893030229E-04
886000,15.22710983981638,.7085365511098096E-04
887000,15.24429619403739,.8937244145976700E-04
888000,15.26148254825840,.1014382729162470E-03
889000,15.27866890247942,.1065221283948114E-03
890000,15.29585525670043,.1045640816809639E-03
891000,15.31304161092144,.9595911856619699E-04
892000,15.33022796514245,.8151425342853962E-04
893000,15.34741431936346,.6238082246519110E-04
894000,15.36460067358447,.3996727421594066E-04
895000,15.38178702780549,.1583882124323513E-04
896000,15.39897338202650,-.8389090852563222E-05
897000,15.41615973624751,-.3115641895853128E-04
898000,15.43334609046852,-.5105652125981103E-04
899000,15.45053244468953,-.6692053335612808E-04
900000,15.46771879891054,-.7788324391402612E-04
901000,15.48490515313155,-.8342696799593124E-04
902000,15.50209150735257,-.8340146113732850E-04
903000,15.51927786157358,-.7801952585137391E-04
904000,15.53646421579459,-.6782952953668017E-04
905000,15.55365057001560,-.5366748061457221E-04
906000,15.57083692423661,-.3659251300648541E-04
907000,15.58802327845763,-.1781054007412379E-04
908000,15.60520963267864,.1408588427929106E-05
909000,15.62239598689965,.1981488215464976E-04
910000,15.63958234112066,.3625756495170528E-04
911000,15.65676869534167,.4975508300954679E-04
912000,15.67395504956268,.5955164281940631E-04
913000,15.69114140378370,.6515717050769431E-04
914000,15.70832775800471,.6636875916446290E-04
915000,15.72551411222572,.6327292513736113E-04
916000,15.74270046644673,.5622924526845213E-04
917000,15.75988682066774,.4583711530356085E-04
918000,15.77707317488876,.3288838388804003E-04
919000,15.79425952910977,.1830941775825886E-04
920000,15.81144588333078,.3096698569263478E-05
921000,15.82863223755179,-.1174968519821183E-04
922000,15.84581859177280,-.2529031328742245E-04
923000,15.86300494599381,-.3670443970852081E-04
924000,15.88019130021483,-.4533824313701096E-04
925000,15.89737765443584,-.5074058770317487E-04
926000,15.91456400865685,-.5268446078932911E-04
927000,15.93175036287786,-.5117323995364120E-04
928000,15.94893671709887,-.4643194528513811E-04
929000,15.96612307131988,-.3888459127411746E-04
930000,15.98330942554090,-.2911960377432932E-04
931000,16.00049577976191,-.1784596195907738E-04
932000,16.01768213398292,-.5843223295936731E-05
933000,16.03486848820393,.6091133439638942E-05
934000,16.05205484242494,.1719356613662026E-04
935000,16.06924119664595,.2678222692638582E-04
936000,16.08642755086696,.3429770339069255E-04
937000,16.10361390508798,.3933438627382123E-04
938000,16.12080025930899,.4166079648632327E-04
939000,16.13798661353000,.4122797586583856E-04
940000,16.15517296775101,.3816584682860639E-04
941000,16.17235932197202,.3276822302351446E-04
942000,16.18954567619303,.2546785717037895E-04
943000,16.20673203041405,.1680350079041162E-04
944000,16.22391838463506,.7381389923149794E-05
945000,16.24110473885607,-.2166161506910012E-05
946000,16.25829109307708,-.1122229399597973E-04
947000,16.27547744729809,-.1922458985130787E-04
948000,16.29266380151910,-.2569910917801756E-04
949000,16.30985015574012,-.3028747669682829E-04
950000,16.32703650996113,-.3276554314989370E-04
951000,16.34422286418214,-.3305274152351963E-04
952000,16.36140921840315,-.3121188854003158E-04
953000,16.37859557262416,-.2743980408360899E-04
954000,16.39578192684518,-.2204969578442549E-04
955000,16.41296828106619,-.1544674789283144E-04
956000,16.43015463528720,-.8098734451467980E-05
957000,16.44734098950821,-.5037265060396089E-06
958000,16.46452734372922,.6842929257869716E-05
959000,16.48171369795023,.1348021893242526E-04
960000,16.49890005217125,.1900968689212622E-04
961000,16.51608640639226,.2311859947086211E-04
962000,16.53327276061327,.2559675524609365E-04
963000,16.55045911483428,.2634610556868202E-04
964000,16.56764546905529,.2538284034260721E-04
965000,16.58483182327631,.2283208883057273E-04
966000,16.60201817749732,.1891585170863480E-04
967000,16.61920453171833,.1393519002347055E-04
968000,16.63639088593934,.8248025142404636E-05
969000,16.65357724016035,.2244133351093909E-05
970000,16.67076359438136,-.3680961472584556E-05
971000,16.68794994860238,-.9151487189898151E-05
972000,16.70513630282339,-.1383470776535772E-04
973000,16.72232265704440,-.1746058739125567E-04
974000,16.73950901126541,-.1983671298281892E-04
975000,16.75669536548642,-.2085769852768282E-04
976000,16.77388171970743,-.2050867635458015E-04
977000,16.79106807392845,-.1886287294472073E-04
978000,16.80825442814946,-.1607364498845236E-04
979000,16.82544078237047,-.1236169137639613E-04
980000,16.84262713659148,-.7998438423306635E-05
981000,16.85981349081249,-.3286803024507757E-05
982000,16.87699984503351,.1459338855272553E-05
983000,16.89418619925452,.5935617663840295E-05
984000,16.91137255347553,.9866263948612202E-05
985000,16.92855890769654,.1302066085396234E-04
986000,16.94574526191755,.1522639211538279E-04
987000,16.96293161613856,.1637808226383011E-04
988000,16.98011797035958,.1644162108866631E-04
989000,16.99730432458059,.1545367485137793E-04
990000,17.01449067880160,.1351669185609141E-04
991000,17.03167703302261,.1078989043537515E-04
992000,17.04886338724362,.7476956167040827E-05
993000,17.06604974146464,.3811358450164533E-05
994000,17.08323609568565,.4031477413032480E-07
995000,17.10042244990666,-.3591521037474145E-05
996000,17.11760880412767,-.6857593077466429E-05
997000,17.13479515834868,-.9563235917457675E-05
998000,17.15198151256969,-.1155690902186669E-04
999000,17.16916786679070,-.1273825099429724E-04
1000000,17.18635422101172,-.1306255857820950E-04
1001000,17.20354057523273,-.1254153901209868E-04
1002000,17.22072692945374,-.1124042850705407E-04
1003000,17.23791328367475,-.9271798605531931E-05
1004000,17.25509963789576,-.6786571914861555E-05
1005000,17.27228599211677,-.3962927465776694E-05
1006000,17.28947234633779,-.9938851545964428E-06
1007000,17.30665870055880,.1925586759886730E-05
1008000,17.32384505477981,.4611098706183755E-05
1009000,17.34103140900082,.6900214423112619E-05
1010000,17.35821776322183,.8661989856128823E-05
1011000,17.37540411744284,.9804136468712380E-05
1012000,17.39259047166385,.1027744161540416E-04
1013000,17.40977682588487,.1007726804164993E-04
1014000,17.42696318010588,.9242148136752140E-05
1015000,17.44414953432689,.7849673723249397E-05
1016000,17.46133588854790,.6010047401552784E-05
1017000,17.47852224276891,.3857796968774742E-05
1018000,17.49570859698992,.1542252680284232E-05
1019000,17.51289495121094,-.7825567474644000E-06
1020000,17.53008130543195,-.2967921440392738E-05
1021000,17.54726765965296,-.4879744139524809E-05
1022000,17.56445401387397,-.6406544237600095E-05
1023000,17.58164036809498,-.7465709993720346E-05
1024000,17.59882672231600,-.8007666507615509E-05
1025000,17.61601307653701,-.8017772982541458E-05
1026000,17.63319943075802,-.7515915081838540E-05
1027000,17.65038578497903,-.6553906812888600E-05
1028000,17.66757213920004,-.5210951995466698E-05
1029000,17.68475849342105,-.3587529817525359E-05
1030000,17.70194484764207,-.1798155749545358E-05
1031000,17.71913120186308,.3647631317931808E-07
1032000,17.73631755608409,.1797444638021857E-05
1033000,17.75350391030510,.3375131157957421E-05
1034000,17.77069026452611,.4675868481850708E-05
1035000,17.78787661874713,.5627311391065616E-05
1036000,17.80506297296814,.6182238347116399E-05
1037000,17.82224932718915,.6320600220620805E-05
1038000,17.83943568141016,.6049752555408045E-05
1039000,17.85662203563117,.5402926308581157E-05
1040000,17.87380838985218,.4436102581528639E-05
1041000,17.89099474407320,.3223552616564878E-05
1042000,17.90818109829421,.1852379716749647E-05
1043000,17.92536745251522,.4164507022733578E-06
1044000,17.94255380673623,-.9898712791920075E-06
1045000,17.95974016095724,-.2277783852998523E-05
1046000,17.97692651517825,-.3369512821190290E-05
1047000,17.99411286939927,-.4202862578572972E-05
1048000,18.01129922362028,-.4734593521983387E-05
1049000,18.02848557784129,-.4942455371501629E-05
1050000,18.04567193206230,-.4825797967792515E-05
1051000,18.06285828628331,-.4404775230021807E-05
1052000,18.08004464050433,-.3718247471256126E-05
1053000,18.09723099472534,-.2820566611022594E-05
1054000,18.11441734894635,-.1777493303307119E-05
1055000,18.13160370316736,-.6615410468956062E-06
1056000,18.14879005738837,.4529322803754879E-06
1057000,18.16597641160938,.1494561161322762E-05
1058000,18.18316276583040,.2399430223860062E-05
1059000,18.20034912005141,.3114881955053101E-05
1060000,18.21753547427242,.3602455338374923E-05
1061000,18.23472182849343,.3839800556357940E-05
1062000,18.25190818271444,.3821486516337544E-05
1063000,18.26909453693546,.3558692157667077E-05
1064000,18.28628089115647,.3077844428133853E-05
1065000,18.30346724537748,.2418330949020812E-05
1066000,18.32065359959849,.1629469804914158E-05
1067000,18.33783995381950,.7669595171636745E-06
1068000,18.35502630804051,-.1109429868403601E-06
1069000,18.37221266226152,-.9472606921880615E-06
1070000,18.38939901648254,-.1689904190237670E-05
1071000,18.40658537070355,-.2294826141002773E-05
1072000,18.42377172492456,-.2728537550420028E-05
1073000,18.44095807914557,-.2969848980839461E-05
1074000,18.45814443336658,-.3010754820344352E-05
1075000,18.47533078758759,-.2856436881984336E-05
1076000,18.49251714180861,-.2524421039485535E-05
1077000,18.50970349602962,-.2042973670997544E-05
1078000,18.52688985025063,-.1448870142332528E-05
1079000,18.54407620447164,-.7847027887830767E-06
1080000,18.56126255869265,-.9591898418155390E-07
1081000,18.57844891291366,.5722101043910130E-06
1082000,18.59563526713467,.1177492726899141E-05
1083000,18.61282162135569,.1683410167965429E-05
1084000,18.63000797557670,.2061246054915858E-05
1085000,18.64719432979771,.2291632384187491E-05
1086000,18.66438068401872,.2365435308818622E-05
1087000,18.68156703823973,.2283949078023837E-05
1088000,18.69875339246074,.2058412164367128E-05
1089000,18.71593974668176,.1708902614621377E-05
1090000,18.73312610090277,.1262707356701794E-05
1091000,18.75031245512378,.7522903706885042E-06
1092000,18.76749880934479,.2130056366473727E-06
1093000,18.78468516356580,-.3192883946392978E-06
1094000,18.80187151778682,-.8105557066051844E-06
1095000,18.81905787200783,-.1230703644850855E-05
1096000,18.83624422622884,-.1555369357614126E-05
1097000,18.85343058044985,-.1767269619124653E-05
1098000,18.87061693467086,-.1857043845840089E-05
1099000,18.88780328889187,-.1823555352277875E-05
1100000,18.90498964311289,-.1673652039313349E-05
1101000,18.92217599733390,-.1421422407389174E-05
1102000,18.93936235155491,-.1087013867114422E-05
1103000,18.95654870577592,-.6951059202561394E-06
1104000,18.97373505999693,-.2731494681183472E-06
1105000,18.99092141421795,.1505056666148331E-06
1106000,19.00810776843896,.5484703438200690E-06
1107000,19.02529412265997,.8960437082722360E-06
1108000,19.04248047688098,.1172702643327287E-05
1109000,19.05966683110199,.1363266241481413E-05
1110000,19.07685318532300,.1458672622745434E-05
1111000,19.09403953954402,.1456332715285785E-05
1112000,19.11122589376503,.1360054143469377E-05
1113000,19.12841224798604,.1179556266741703E-05
1114000,19.14559860220705,.9296229099250273E-06
1115000,19.16278495642806,.6289608740495692E-06
1116000,19.17997131064907,.2988486791629162E-06
1117000,19.19715766487009,-.3832968769961037E-07
1118000,19.21434401909110,-.3605674033868510E-06
1119000,19.23153037331211,-.6476378412559566E-06
1120000,19.24871672753312,-.8823307366576473E-06
1121000,19.26590308175413,-.1051448207003172E-05
1122000,19.28308943597515,-.1146505524370552E-05
1123000,19.30027579019616,-.1164102575843645E-05
1124000,19.31746214441717,-.1105954386644325E-05
1125000,19.33464849863818,-.9785914295921855E-06
1126000,19.35183485285919,-.7927612691031694E-06
1127000,19.36902120708020,-.5625811086353095E-06
1128000,19.38620756130122,-.3045049743230770E-06
1129000,19.40339391552223,-.3617880864731988E-07
1130000,19.42058026974324,.2247387730854114E-06
1131000,19.43776662396425,.4617129931905949E-06
1132000,19.45495297818526,.6603552258753785E-06
1133000,19.47213933240628,.8092696405211364E-06
1134000,19.48932568662729,.9006762639154425E-06
1135000,19.50651204084830,.9307786882755781E-06
1136000,19.52369839506931,.8998622297793633E-06
1137000,19.54088474929032,.8121261784001016E-06
1138000,19.55807110351133,.6752707205526506E-06
1139000,19.57525745773235,.4998741068396701E-06
1140000,19.59244381195336,.2986077890910672E-06
1141000,19.60963016617437,.8534588911722169E-07
1142000,19.62681652039538,-.1257699369561882E-06
1143000,19.64400287461639,-.3212485661606916E-06
1144000,19.66118922883740,-.4890921060598015E-06
1145000,19.67837558305841,-.6195119064974730E-06
1146000,19.69556193727943,-.7054765900976463E-06
1147000,19.71274829150044,-.7430631040193925E-06
1148000,19.72993464572145,-.7315954989532913E-06
1149000,19.74712099994246,-.6735703191956479E-06
1150000,19.76430735416347,-.5743812134508870E-06
1151000,19.78149370838448,-.4418677864615512E-06
1152000,19.79868006260550,-.2857240599723207E-06
1153000,19.81586641682651,-.1168096105505148E-06
1154000,19.83305277104752,.5358889336691295E-07
1155000,19.85023912526853,.2144966083532142E-06
1156000,19.86742547948954,.3559425174052771E-06
1157000,19.88461183371055,.4695618934852800E-06
1158000,19.90179818793156,.5490739055261896E-06
1159000,19.91898454215258,.5906083431933713E-06
1160000,19.93617089637359,.5928660570130735E-06
1161000,19.95335725059460,.5571089255524398E-06
1162000,19.97054360481561,.4869862314428270E-06
1163000,19.98772995903662,.3882145491349423E-06
1164000,20.00491631325764,.2681369966404234E-06
1165000,20.02210266747865,.1351944753951006E-06
1166000,20.03928902169966,-.1654043993392662E-08
1167000,20.05647537592067,-.1335232337890846E-06
1168000,20.07366173014168,-.2521668272853046E-06
1169000,20.09084808436269,-.3504815417380006E-06
1170000,20.10803443858371,-.4229195333109897E-06
1171000,20.12522079280472,-.4657863642535829E-06
1172000,20.14240714702573,-.4774096314718917E-06
1173000,20.15959350124674,-.4581722226693261E-06
1174000,20.17677985546775,-.4104130435126291E-06
1175000,20.19396620968877,-.3382064265513276E-06
1176000,20.21115256390978,-.2470387739650753E-06
1177000,20.22833891813079,-.1434068697892021E-06
1178000,20.24552527235180,-.3436640126861540E-07
1179000,20.26271162657281,.7293864314965895E-07
1180000,20.27989798079382,.1717349426150393E-06
1181000,20.29708433501484,.2560383025544689E-06
1182000,20.31427068923585,.3210063814863516E-06
1183000,20.33145704345686,.3632055952025509E-06
1184000,20.34864339767787,.3807783317031809E-06
1185000,20.36582975189888,.3735034888906343E-06
1186000,20.38301610611989,.3427504165983235E-06
1187000,20.40020246034091,.2913331459422289E-06
1188000,20.41738881456192,.2232778980161213E-06
1189000,20.43457516878293,.1435219158006674E-06
1190000,20.45176152300394,.5756537501168938E-07
1191000,20.46894787722495,-.2889968589250811E-07
1192000,20.48613423144597,-.1103589014724903E-06
1193000,20.50332058566698,-.1818200771567835E-06
1194000,20.52050693988799,-.2391116192230810E-06
1195000,20.53769329410900,-.2791175902749344E-06
1196000,20.55487964833001,-.2999367720730619E-06
1197000,20.57206600255102,-.3009584356158107E-06
1198000,20.58925235677204,-.2828531030434759E-06
1199000,20.60643871099305,-.2474820706069862E-06
1200000,20.62362506521406,-.1977345002734211E-06
1201000,20.64081141943507,-.1373051749505119E-06
1202000,20.65799777365608,-.7042930313105946E-07
1203000,20.67518412787710,-.1592880702601955E-08
1204000,20.69237048209811,.6476202076859408E-07
1205000,20.70955683631912,.1245180761942061E-06
1206000,20.72674319054013,.1741322767659898E-06
1207000,20.74392954476114,.2108395317942292E-06
1208000,20.76111589898215,.2327990725345842E-06
